Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade,Grade range
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,106444.305,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,56987.4172,0,0,13,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,117424,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,134490,0,0,75,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,118569.4389,0,0,26,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,107367,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,70812.1529,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,102922.9031,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,117424,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,148378.9,0,0,55,B
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,122842,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,122842,0,0,26,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,78937,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,134490,1292.28,0,75,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,103568,0,0,71,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,149941.39,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,99182.1092,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,107429.23,0,0,26,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,134490,0,0,75,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,175773,0,0,55,B
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,134490,0,0,75,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,109256.9987,0,0,26,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,134490,0,0,75,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,78227.784,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,114917.9253,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,111268.6479,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,77618.31,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,67140.93,578.88,0,16,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,78515.93,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,112130.73,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,73390.0837,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,147271.63,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,89940.85,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,142333,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,99233,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,71053.82,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,69000,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,91192,0,0,71,C
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,98228,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,117424,0,1908.14,72,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69342,0,5380.05,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,89098.4414,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,98228,0,1576.27,68,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,151930,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78937,0,5000.5,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,0,5146.26,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78937,761.18,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,101834.3335,421.89,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107367,0,4997.57,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,5232.31,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,0,1994.28,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,0,1994.28,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,115389.3863,13928.78,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,8190.02,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,53811.8634,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,1824.42,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,114306.7041,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,3712.17,5146.26,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,52683.5,0,3411.5,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,9221.29,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,119730.26,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107367,0,8543.02,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,5253.78,6836.38,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,69342,457.56,2820.79,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69342,0,2111.09,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,360.07,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106834.5628,633.85,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107367,0,4997.57,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,175773,0,0,55,B
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,4172.31,4076.04,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103.0043,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107367,0,4997.57,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,8939.51,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,104304.2137,676.99,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,77807.4524,1478.48,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,5232.31,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106621.1399,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,5782.18,4076.04,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,139420.13,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267.0046,3788.57,3448.74,24,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,109485.9438,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,107367,0,8543.02,23,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,167227.19,0,0,55,B
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,98228,0,1576.27,21,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,109117.835,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,109420.88,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,78937,6014.72,294.07,16,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,92181.61,0,7429.09,24,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,94978.41,0,774.08,70,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,140767,0,2287.48,76,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,78937,0,1282.97,16,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,147497.29,0,0,56,B
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,52683.5,0,2543.74,23,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,72476.34,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,93498.6813,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,117424,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,71519.4847,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,116397.1971,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,98228,0,4657.56,21,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,98228,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,78748.17,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,98228.0045,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,77801.0926,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,M,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,M,94637.92,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,117424,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,117424,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,108278.688,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,98228,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,M,103821.7464,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,101906.1414,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,73948.9351,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,M,76752.29,0,0,20,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,69194.8922,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,85072.3548,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,62843.8168,0,0,20,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,52683.5,0,3936.92,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,86103,0,4076.04,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,77250.9881,10246.26,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81770,249.24,2069.28,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78937,0,1282.97,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,5114.03,4076.04,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74785.1101,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,4518.32,4034.84,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,1824.42,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,126622.32,0,621.29,56,B
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86578.9212,0,0,20,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,10399.5,1994.28,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81000.4366,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,1824.42,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69342,0,4333.48,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,107367,410.73,8543.02,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,122842,0,5146.26,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78937,0,3732.57,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,119475.4609,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,69342,106.78,3276.15,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,122842,11143.81,5146.26,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103.0021,192.36,1399.19,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,5232.31,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,52683.5,0,4277.01,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,80892.9819,3891.21,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78156.4705,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,100119.6461,180.5,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,104889.748,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,100331.1557,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,100331.1665,7216.97,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,97524.8993,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74946.9329,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,92828.2075,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,94928.3115,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,109735.4127,11143.29,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,102234.4156,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,64136.9042,0,0,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,88357.44,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,93713.3,925.35,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78937,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,68632.2498,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107571.9384,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,84986.8377,2827.92,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,93079.4213,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,93079.7397,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,76573.579,100.5,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,99473.7707,12380.2,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,43844.2899,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,85388.294,308.26,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81701.0907,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,83192.8483,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81292.6772,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81488.4323,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81488.4232,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,85371.7181,13797.68,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,85371.6651,25077,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,85371.6651,415.85,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,85371.6651,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74914.4625,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69342,0,0,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,112267,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,116038.7741,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,82217.0257,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74570.8483,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,82793.4376,3329.43,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,118499,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,88030.9309,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,101625.3188,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,79150.297,770.61,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,91111.4692,12228.75,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,64242.4164,370.64,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,77191.106,161.36,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,89080.793,11515.48,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,82217.0257,174.87,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,94225.8653,12062.13,0,73,C
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,99463.3933,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,92206.9236,2884.93,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69702.1143,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,62368.8887,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,84127.8102,472.87,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74092.9284,4743.54,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,67490,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,79793.8153,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,110420.3848,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,76687.3521,5738.4,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,42069.2215,485.44,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,60893.4844,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81681.4134,2436.16,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,56987.4028,0,0,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81514.6248,7241.61,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,87108.3427,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,762.44,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,82217.0257,1319.26,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,63394.1444,0,0,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,106329.1579,1053.35,0,24,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,82004.368,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,69342,1684.99,0,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,71792.8048,11945.19,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,79336.74,7.7,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,60150.4192,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78937,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,34331.6657,0,0,13,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,81293.0533,517.64,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,80704.8806,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,80704.8806,2499.44,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,78534.98,1047.94,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,78919.24,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,73531.7387,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,78565.85,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,71432.575,309.1,0,21,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78565.85,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78565.8535,254,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,79712.575,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78565.85,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,78565.85,1816.16,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,86103,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,79712.575,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,62113,134.39,0,15,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,70166,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,53333,0,0,16,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,80000,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,83000,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,98000,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,62368.89,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,149905.87,0,0,55,B
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,52683.5,0,4651.98,23,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,107367,0,1744.73,70,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,107367,0,1744.73,23,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,117424,0,4913.3,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,86103,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,92056.8229,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,89090.2332,525.97,0,22,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,61421,0,0,73,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,115305.8327,0,0,25,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,92602.15,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,38797.4017,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,107367,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,52683.5,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,82085.2923,19994.87,0,21,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,107367,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,42437.3571,0,0,70,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,116303.3365,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,71899.07,0,0,23,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,97275.5,0,0,25,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,86103,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,61235.1701,79.09,0,16,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,99161.5351,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,60906.32,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,70102.3499,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,67484.3814,0,0,14,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,63170.6734,0,0,14,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,61034.4671,0,0,14,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,106770.8577,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,78937,67.27,0,16,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,82881.3889,1401.15,0,68,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,68940.3919,484.12,0,16,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,89330.9757,0,0,21,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,112267,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,84942.4304,0,0,24,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,86103,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,34656.4897,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,78156.4705,449.92,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,98938.8921,0,0,72,C
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,63755.6444,128.56,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,32887.4501,0,0,18,A
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,68077.0273,0,0,18,A
